Serial,Customer No,Rooms,Members,Fans,Lights,Freezes,Microwave Oven,Geyser,AC,Washing Machine,TV,PC,Induction Stove,Profession,Salary,post_21_july_unit,post_21_august_unit,post_21_sep_unit,post_21_oct_unit,post_21_nov_unit,post_21_dec_unit,post_22_jan_unit,post_22_feb_unit,post_22_mar_unit,post_22_april_unit,post_22_may_unit,post_22_june_unit,pre_22_apr_unit,pre_22_may_unit,pre_22_june_unit,pre_22_july_unit,pre_22_aug_unit,pre_22_sep_unit,pre_22_oct_unit,pre_22_nov_unit,pre_22_dec_unit,pre_23_jan_unit,pre_23_feb_unit,pre_23_mar_unit,pre_23_apr_unit,pre_23_may_unit,pre_23_june_unit,pre_23_jul_unit,pre_23_aug_unit,pre_23_sep_unit,pre_23_oct_unit,pre_23_nov_unit,pre_23_dec_unit,,
1067,17636229,3,3,4,4,1,,,1,1,1,,1,,,409,358,341,333,244,148,148,150,11,129.61,224.84,,129.61,224.84,223.63,240.36,231.96,239.05,214.21,213.35,171.41,188.01,181.9,211.32,273.97,263.55,138.97,39.65,54.6,58.23,58.16,36.47,40.25,,
1068,17652146,5,4,5,6,2,1,1,1,1,1,1,1,,,696,628,590,586,333,177,177,188,400,550,465,,,161.77,535.89,54.08,946.24,874.31,724.77,533.8,487.52,464.29,385.5,414.48,1047.42,1023.44,1222.15,1325.41,1168.21,1022.14,999.15,568.89,440.03,,
1069,17662291,3,3,3,4,1,,,,,1,2,,,,353,362,364,331,241,202,228,224,291,322,198,,,154.56,345.61,346.61,266.38,285.14,259.41,217.26,224.94,229.68,158.61,246.5,275.06,281.34,188.47,182.2,336.78,318.13,371.86,288.98,245.17,,
1070,17653430,2,2,2,2,1,,,,,,,,,,96,126,123,122,135,123,119,123,133,140,129,131,,,434,474.31,463.31,435.94,409.69,342.83,308.72,192.35,237.01,368.41,425.58,434.08,400.79,344.44,347.79,269.82,287.19,262.2,220.84,,
1071,17634152,3,3,3,4,1,1,,,,1,,,,,334,338,345,333,292,269,283,307,313,336,266,,,,367.49,316.54,342.74,354.26,280.02,297.2,255.45,331.12,268.11,329.14,314.75,313.77,314.34,342.02,362,361.13,382.3,343.2,330.14,,
1072,17616031,2,2,3,3,1,,,,,1,,,,,261,224,210,216,198,172,210,188,190,204,227,,,84.62,275.66,413.07,423.12,269.11,254.82,180.89,186.07,218.96,180.28,188.83,136.07,66.46,66.51,167,352.63,431.12,368.13,256.56,206.39,,
1073,17633921,2,2,2,2,,,,,,1,,,,,197,172,244,188,169,98,81,65,103,169,78,,,74.36,190.02,172.6,204.07,205.07,197.23,152.92,118.84,119.47,68.04,149.1,157.56,209.33,218.94,186.58,213.72,223.13,226.13,169.71,67.31,,
1075,17640547,2,1,2,2,,,,,,,,,,,133,135,115,99,109,84,98,77,169,247,278,147,,,304.14,301.28,144.22,139.6,128.11,88.53,34.9,31.32,38.68,105.33,61.8,129.14,111.14,141.14,91.84,95.49,84.63,74.53,65.06,,
1076,17658431,4,3,5,4,1,,,,,1,1,,,,560,510,445,388,335,268,340,237,111,302,308,100,,,555,525.83,324.54,348.2,325.54,280.02,280.03,315.42,254.47,305.49,292.81,318.8,394.76,374.37,400.07,352.78,371.19,288.62,293.18,,
1077,17663245,2,2,3,4,1,,,,,1,2,,,,323,332,366,320,345,242,65,34,17,21,11,,,,189.45,263.28,164.92,307.46,301.71,264.08,234.5,237.81,224.32,307.09,331.46,354.38,330.39,341.52,348.79,339.21,308.9,299.68,294.18,,
1078,17643217,4,4,4,6,1,1,,,,1,,,,,527,512,501,462,388,257,284,245,386,385,413,408,,,257.1,316.5,293.8,372.27,366.83,326.06,267.15,227.28,238.86,337.3,477.08,427.51,349.14,341.53,316.23,321.26,339.15,288.12,243.85,,
1079,17659815,2,2,3,3,1,,,,,1,1,,,,325,402,334,316,190,138,144,143,241,313,372,,,,23.11,718.5,376.55,333.87,292.33,197.72,155.21,145.56,150.1,228.37,433.98,411.81,447.3,397.93,364.32,377.4,321.25,225.39,165.52,,
1081,17620281,3,2,3,5,1,,,,,1,,,,,155,182,172,182,165,114,148,97,104,119,218,13,,,427.54,186.82,372.39,357.26,363.59,220.28,173.22,91.21,134.28,220.65,296.35,416.58,449.97,412.87,488.09,565.29,51.48,56.26,95.73,,
1082,17654710,2,1,2,3,1,,,,,,1,,,,179,171,214,188,146,115,137,134,192,236,232,17,,43.52,266.22,252.44,297.37,256.93,230.43,184.07,140.11,140.51,151.6,227.13,296.62,271.98,289.08,296.12,120.09,267.65,309.76,180.08,219.32,,
1083,17616737,5,4,5,8,2,1,,3,1,2,1,1,,,552,703,652,596,411,265,295,276,417,560,517,,,178.36,563.82,703.82,674.92,626.67,546.32,370.6,274.94,252.27,238.62,405.39,606.6,615.56,583.18,587.45,546.31,626.12,501.35,427.05,368.26,,
1084,17651561,3,3,3,5,1,1,,1,,2,1,,,,367,365,425,422,309,228,188,198,330,321,170,,,,407.49,378.86,1415.98,648.63,600.24,333.87,244.55,187.1,255.02,358.2,671.89,696.4,807.35,660.88,542.92,716.28,481.73,389.27,272.62,,
1085,17653125,3,2,3,5,1,,,,,1,,,,,151,200,288,205,178,131,161,211,232,242,177,,,,258.34,166.97,229.61,211.77,181.2,184.37,141.75,145.95,166.82,222.31,168.06,250.84,227.51,199.86,246.12,211.88,228.23,203.3,125.44,,
1087,17613164,3,3,4,5,1,1,,1,,1,,,,,135,93,187,175,138,110,117,107,185,153,64,,,,134.32,284.88,483.14,414.62,417.13,257.1,316.5,352.47,270.87,283.4,280.09,434.8,735.18,706.69,702.85,764.27,438.14,376.14,365.35,,
1088,17620951,2,2,3,4,1,,,,,1,1,,,,240,228,299,265,222,135,145,155,371,303,408,42,,,307.12,292.94,394.89,515.42,388.46,257.89,254.15,145.76,179.26,251.34,421.48,416.44,551.16,557.24,398.03,376.8,216.05,154.99,129.52,,
1091,17610140,1,1,1,1,1,,,,,,,,,,52,165,231,285,151,108,79,73,79.41,73.51,70.67,,166.55,192.3,189.89,230.45,209.62,144.09,132.02,79.41,73.51,70.67,75.28,103.27,163,187.49,253.39,235.09,175.42,178.49,152.67,104.27,81.7,,
1092,17613925,3,2,3,4,1,,,1,,1,,,,,245,193,220,248,174,156,141,123,187,217,241,113,,,126.34,375.52,369.6,285.83,245.19,179.84,143.93,119.17,104.65,139.31,297.33,230.1,263.83,247.09,202.19,243.28,209.59,176.5,132.74,,
1093,17651684,2,3,3,4,1,,,,,1,,,,,211,184,227,234,183,151,159,145,178,198,113,,,143.3,207.9,237.27,206.82,201.04,180.36,173.38,163.93,216.85,151,180.3,266.7,214.58,209.18,226.4,217.35,221.91,209.06,185.17,192.65,,
1094,17663758,2,2,2,3,,,,,,,2,,,,26,73,80,33,65,49,33,28,53,103,27,,,3.53,105.32,56.24,13.89,252.92,300.11,324.9,115.98,86.61,100.22,152.3,175.47,175.24,204.29,173.05,186.9,219.18,206.72,153,121.84,,
1095,17644249,4,3,4,5,1,1,,1,1,1,1,,,,331,330,450,398,245,154,154,153,331,403,556,174,,,782.63,742.57,496.68,440.76,460.71,297.66,188.83,180.63,230.75,386.47,683.3,540.6,681.78,763.42,464.76,501.27,463.91,392.24,266.52,,
1097,17640566,3,3,4,5,1,1,,,1,1,,,,,278,249,343,323,282,198,167,150,283,315,273,98,,,210,251.78,602.77,311.52,291.65,245.47,218.33,170.3,206.99,316.7,311.52,363.42,314.82,308.49,368.3,422.55,365.52,327.64,248.19,,
1098,17651671,3,4,4,5,1,1,1,1,1,1,,,,,434,427,509,547,389,219,196,182,282,582,174,,,272.9,419.61,429.04,474.09,385.29,190.21,247.02,190.15,190.94,165.34,178.95,184.7,320.7,343.26,298.59,402.33,612.05,667.94,751.58,558.93,,
1099,17628374,1,1,1,1,,,,,,,,,,,132,117,128,115,88,62,67,59,57,65,34,,73.17,75.24,80.62,93.14,91.49,88.55,74.45,58.56,58.5,57.39,53.47,64.64,97.07,81.79,90.13,93.79,86.13,100.83,90.03,65.63,59.53,,
1100,17654142,3,2,3,4,1,,,,,,,,,,111,99,109,59,162,88,77,76,207,218,189,86,,,208.87,264.84,214.82,217.7,204.3,177.86,83.98,82.65,98.53,217.4,172.06,201.77,205.26,168.19,197.05,217.45,194.97,136.49,65.06,,
1101,17633949,3,3,4,5,1,1,,1,,1,,,,,284,290,405,424,200,100,114,120,187,374,175,,,,260.59,335.73,434.88,389.53,308.37,202.77,151.21,108.02,152.6,239.25,333.77,410.66,516.51,510.48,456.8,500.01,395.19,232.34,127.69,,
1102,17614567,3,3,4,5,1,1,1,1,,1,,,,,459,428,363,271,265,194,243,232,181,151,180.3,,267.7,276.31,252.62,288.83,335.44,267.59,715.84,649.62,510.22,368.74,412.88,623.8,905.57,1169.72,935.77,1128.44,969.24,1017.61,904.4,714.49,439.05,,
1103,17610583,1,1,2,3,1,,,,,,1,,,,133,96,96,84,77,60,65,76,79,90,90,,,,153.8,213.74,269.5,263.18,208.87,181.73,140.62,172.87,121.12,124.43,128.02,134.66,113.6,25.04,174.82,176.88,179.34,139.52,109.38,,
1104,17612611,1,1,2,2,1,,,,,1,,,,,133,170,149,151,119,70,78,67,97,116,92,,,,177.41,123.16,128.2,124.64,88.94,90.77,60.2,71.93,69.62,104.49,111.21,126.32,110.94,130.53,131.75,146.19,126.29,117.01,111.43,,
1105,17668731,1,1,1,1,,,,,,1,,,,,189,188,144,122,105,70,78,73,121,145,187,141,,,151,191,136.07,86.67,94.23,106.94,14.96,20.31,28.94,37.13,174.02,497.39,537.35,502.21,389.55,375.69,305.8,151.37,70.08,,
1106,17616050,2,1,2,4,,,,,,1,1,,,,128,121,172,168,170,137,119,25,38,75,92,,,84.11,277.9,185.42,127.46,100.31,102.67,87.57,113.77,71,81.91,104.77,127.9,138.01,121.87,121.26,141.73,177.11,195.74,138.77,87.54,,
1107,17668617,2,1,2,3,1,,,,,1,1,,,,230,281,301,289,235,175,132,139,155,154,103,,,,186.57,101.75,169.24,110.73,103.11,96.79,265.15,78.56,79.68,111.23,133.21,126.61,126.71,171.99,185.53,193.83,179.65,142.57,125.27,,
1108,17653661,5,4,6,8,2,1,1,2,1,2,1,,,,382,353,405,432,362,318,334,335,362,315,259.42,,123.65,692.45,776.95,885.63,952.95,883.71,224.46,215.94,161.13,210.96,237.9,360.22,346.87,488.57,525.52,423.03,348.74,369.6,259.42,235.07,168.89,,
1109,17615207,5,4,5,7,2,1,1,1,1,1,1,,,,561,570,601,565,394,328,313,275,421,497,564.72,,,741.27,604.19,592.19,575.93,552.49,477.87,386.62,304.61,240.57,261.67,380.9,448.41,492.59,521.07,508.38,550.44,558.46,564.72,385.34,323.11,,
1110,17640591,2,2,2,2,1,,,,,1,,,,,290,273,312,280,189,138,147,143,211,223,147,,,41.59,130.43,114.55,75.71,141.58,73.63,102.15,146.79,142.33,156.07,225.22,240.13,253.13,8.37,251.07,259.44,512.66,188.67,143.17,164.37,,
1111,17637316,2,2,2,2,,,,,,,,,,,92,127,128,98,95,66,68,66,77,107,109,108,,,44.82,134.25,114.82,145.55,188.88,174.2,143.3,129.61,134.67,167.15,150.64,207.79,276.13,278.68,262.3,300.21,76.27,101.01,85.8,,
1112,17614730,1,1,1,1,,,,,,1,,,,,290,357,315,166,160,92,107,61,133,148,131,118,,,157.13,87.79,151.49,98.37,141.82,73.02,58.16,36.2,70.72,182.87,225.73,183.67,198.54,207.27,199.54,261.92,217.86,148.47,107.4,,
1113,17618324,2,2,2,2,1,,,,,1,,,,,152,164,147,141,79,36,37,41,89,93,71,,17.78,151.57,151.81,151.17,145.42,132.68,106.5,92.04,50.63,53.52,44.82,148.64,224.03,226.04,231.44,242.43,240.83,227.74,252.57,181.68,136.21,,
1114,17629891,3,2,3,4,1,1,,,,1,,,,,415,473,492,474,337,156,187,64,142,157.13,78.56,,201.34,23.47,274.81,100.38,683.55,232.65,231.05,223.91,142.14,129.16,157.13,205.2,232.91,259.15,290.75,355.05,315.99,366.95,320.67,226.98,151.01,,
1116,17641507,5,4,5,6,2,1,1,1,1,1,1,1,,,956,673,645,1000,573,371,585,374,567,1071,899,264,,,781.25,916.32,1062.21,675.67,673.44,612.57,426.15,392.59,324.13,633.01,860.94,786,993.69,1009.92,810.29,833.75,731.78,657.93,448.87,,
1117,17655297,1,1,1,2,1,,,,,1,,,,,45,39,57,93,87,34,16,24,51,105,80,8,,,133.12,93.31,115.4,102.74,68.37,53.25,33.94,16.16,6.22,25.65,203.62,209.46,200.72,217.45,240.52,239.21,212.29,39.82,44.3,,
1118,17632993,3,4,3,5,1,,,1,,1,,,,,196,248,308,97,98,75,24,74,242,283,293,71,,,232.15,306.33,313.7,296.2,271.71,176.32,105.43,107.09,125.83,223.95,263.26,260.9,244.56,230.59,297.71,308.8,213.19,233.53,204.54,,
1119,17650328,4,5,5,6,1,1,1,1,1,1,1,1,,,485,439,507,458,316,243,315,268,405,456,381,,,149.41,491.46,558.14,582.87,532.04,481.34,393.4,501.68,351.9,346.1,400.87,644.46,556.13,568.19,552.01,520.71,499,475.44,350.89,301.76,,
1120,17646584,4,3,4,6,1,1,1,,1,1,,,,,108,135,217,194,161,90,79,6,190,319,143,,,182.05,309.45,379.33,395.91,315.47,301.73,142.68,59.64,52.02,65.06,107.66,257.94,327.33,396.05,342.56,302.14,282.2,231.69,88.86,43.13,,
1121,17649964,3,3,4,5,1,1,,,,1,,,,,272,266,253,245,205,160,152,141,207,236,193,,,114.4,418.25,367.38,238.73,220.02,220.17,181.42,160.41,150.09,146.99,206.33,247.59,299.39,222.2,289.54,190.58,201.38,293.67,196.13,163.21,,
1122,17660787,2,2,3,4,1,,,,,,,,,,310,284,331,290,243,123,174,84,143,137,142.33,,,269.99,187.16,208.77,203.6,192.19,181.3,162.48,143.49,105.67,127.78,174.05,183.49,183.1,154.25,153.83,192.86,201.15,199.37,168.58,146.09,,
1123,17646527,4,3,4,6,1,1,,1,,1,1,,,,563,523,616,573,440,348,369,371,445,491,541,247,,,275.15,506.33,630.47,582,535.62,462.92,378.24,372.69,349.02,459.09,714.46,596.72,735.34,722.35,546.56,599.1,544.68,453.76,413.47,,
1124,17654801,1,1,1,1,,,,,,,,,,,156,162,171,40,16.16,10,63,30,140,143,59,35,,,46.49,210.99,201.09,155.67,82.37,89.29,58.1,51.96,61.79,106.65,177.22,173.21,219.79,130.55,182.81,209.57,62.28,114.27,83,,
1125,17661234,2,2,4,4,1,,,,,,2,,,,129,143,144,136,130,103,84,79,100,137,139,66,,,99.61,142.29,156.9,131.11,130.99,134.58,121.2,114.88,97.67,143.15,100.82,135.64,133.19,221.74,122.17,98.88,98.04,81.67,71.9,,
1127,17645251,2,2,3,4,1,,,,,1,,,,,328,319,304,286,253,168,160,168,257,264,325,80,,,146,351.4,299.95,291.48,282.63,236.92,199.17,199.21,179.81,243.89,283.37,280.81,291.68,317,284.1,270.74,268.88,222.53,177.33,,
1129,17637265,3,2,4,4,1,,,1,1,1,,,,,398,367,347,361,294,192,212,227,357,358,398,279,,,71.62,360.95,336.04,316.27,300.52,275.67,222.9,174.02,197.44,303.14,521.1,363.4,570.9,526.4,345.09,388.12,333.41,250.6,156.25,,
1130,17645681,1,1,1,1,,,,,,,,,,,8,9,7,12,5,6,23,15,21,23,14,,,,63.51,48.38,35.5,17.41,18.55,146.07,112,78.39,86.73,143.05,187.05,180.48,148.36,162.04,170.98,206.82,195.74,142.32,121.19,,
1131,17653303,1,1,1,1,,,,,,,,,,,103,108,97,85,62,50,44,42,66,75,77,50,,,39.12,54.57,82.03,83.24,74.89,64.31,57.7,42.08,42.82,60.37,69.97,73.42,112.7,85.95,80.95,81.49,78.92,60.35,48.98,,
1132,17657289,1,1,1,1,1,,,,,1,,,,,47,63,83,129,140,93,89,84,138,161,166,130,,,39.85,158.85,183.36,179.99,178.38,101.07,33.17,68.36,116.87,168.65,211.93,216.91,194.4,194.25,263.44,217.83,257.45,217.85,145.04,,
1133,17613376,3,2,3,4,1,,,1,,1,1,1,,,204,282,152,175,298,412,368,379,313,470,594,1,,,348.54,452.71,398.24,314.7,420.09,396.44,237.45,232.9,238.17,358.84,465.61,530.43,556.13,533.46,551.24,1090.04,481.2,350.36,317.48,,
1134,17665133,4,3,4,5,1,,,1,,,,,,,339,379,414,323,249,115,151,179,188,185.38,162.33,,198.83,677.61,361.37,383.77,366.06,364.59,340.79,273.79,185.38,162.33,201.29,337.11,380,385.35,317.01,322.6,292.73,289.9,332.69,255.91,143.39,,
1135,17641615,3,3,3,5,1,,,1,1,1,,,,,435,458,473,461,387,357,366,360,417,552,559,133,,,509.38,509.38,566.88,499.97,498.08,385.74,379.09,367.66,347.44,417.9,621.79,549.28,622.48,668.56,624.33,613.14,558.49,461.47,404.02,,
1136,17636911,2,2,4,4,1,,,,,,2,,,,497,232,298,329,229,126,146,147,233,272,335,273,,,61.15,306.61,263.4,241.36,232.04,177.67,115.09,103.58,113.28,181.87,273.46,269.09,304.67,261.23,259.05,293.29,232.78,204.3,112.48,,
1137,17609908,1,1,1,1,,,,,,,,,,,246,239,139,196,38,44,16,35,89,113,51,0,,,115.7,3.78,151.56,127.21,102.92,70.71,45.56,46.27,45.36,90.44,131.71,124.68,131.46,163.58,150.81,159.9,152.51,80.74,51.92,,
1139,17662942,4,3,3,6,2,1,,1,1,1,,,,,563,548,562,579,487,341,337,278,492,730,751,489,,,295.66,660.46,523.12,595.53,477.43,373.84,305.6,232.17,246.41,404.34,603.79,448.7,591.7,566.91,537.47,528.48,476.33,343.71,262.14,,
1140,17645798,2,2,4,4,1,,,,,1,,,,,157,139,42.08,11,5,113,15,58,273,190,98,,,,731.41,219.23,204.96,205.98,167.38,168.94,113.06,99.22,103.78,154.6,184.24,164.95,183.19,174.82,203.68,151.18,93.73,135.26,113.25,,
1141,17636553,3,2,3,3,1,,,,,,,,,,391,378,402,410,131,73,72,70,118,352,223,,,163.33,321.05,327.21,230.14,106.57,104.21,76.06,73.87,63.97,67.96,115.57,204.37,191.56,215.21,170.75,154.83,159.27,126.68,92.4,74.71,,
1142,17617824,5,4,6,8,2,1,1,2,1,2,1,1,,,989,1222,1366,1237,739,512,429,379,950,1122,102,11,,,1245.1,946.36,995.4,1032.9,801.28,654.64,430.74,406.5,374.69,674.03,874.03,940.39,970.66,950.58,916.26,948.22,816.78,570.83,308.64,,
1143,17626950,5,4,6,6,2,1,1,1,1,1,,1,,,643,723,759,621,378,311,329,311,404,600,658,48,,,645.7,737.69,692.51,619.22,570.25,370.79,299.72,288.35,291.97,383.97,628.65,647.51,765.39,700.73,664.03,689.1,574.26,398.97,335.67,,
1144,17634966,3,3,4,4,1,1,1,,,,1,,,,581,719,693,610,267,229,159,157,349,607,727,22,,,604.2,541.38,92.6,94.23,76.61,67.36,63.27,63.11,54.29,76.22,115.99,170.36,209.68,176.51,173.64,186.55,191.07,147.35,89.54,,
1146,17633101,4,3,4,5,1,1,,,,1,,,,,476,508,504,479,317,196,161,219,417,437,235,,,,428.48,244.1,267.07,240.94,215.24,173.99,140.54,109.46,124.06,184.1,207.48,246.8,257.61,255.6,294.35,297.22,294.36,232.07,138.85,,
1147,17667061,1,1,1,1,,,,,,,,,,,260,211,215,185,132,111,117,114,171,209,204,270,,,40.63,191.56,24.08,21.09,71.21,73.7,168.02,150.04,149.35,288.09,358.04,335.72,338.37,344.42,295.91,312.36,324.5,255.42,44.37,,
1148,17618561,3,2,3,5,1,,,,,,,,,,239,291,234,206,197,77,95,92,195,249,263,,,,196.52,240.07,271.97,247.07,238.68,183.08,119.78,125.16,136.07,215.14,207.28,249.18,230.3,234.53,249.86,238.75,246.13,208.8,146.15,,
1149,17619464,3,2,4,4,1,1,,,,1,,,,,180,292,390,345,191,113,93,82,211,279,239,,,,143,389.59,303.09,303.43,257.4,162.84,114.54,97.13,106.22,181.46,287.01,418.46,455.14,401.86,372.85,405.35,400.32,175.55,109.12,,
1150,17609700,3,3,3,4,1,,,,,1,,,,,386,202,411,307,141,194,251,125,349.53,392.78,360.51,,,,360.51,726,486.32,368.69,257.17,171.27,179.22,205.8,167.7,264.61,449.66,400.88,454.49,416.46,339.33,668.54,353.89,198.9,183.3,,
1151,17628800,3,3,4,5,1,,,1,,,1,,,,379,408,399,336,161,91,117,103,229,408,352,,,143.08,375.07,251.74,362.48,382.07,324.13,191.42,139.47,130,139.8,196.95,365.88,278.58,417.13,350.77,372.63,412.43,299.46,180.76,155.58,,
1152,17662675,1,2,3,3,1,,,,,,,,,,246,218,201,179,128,88,92,80,176,78,72,,114.77,210.99,243.65,87.07,100.04,86.98,82.14,52.34,31.62,24.53,40.63,191.56,222.61,247.19,260.18,197.25,212.09,201.62,130.76,118.96,51.23,,
1153,17620947,3,3,4,5,1,,,,1,1,,1,,,412,372,418,330,310,271,281,232,317,308,362,37,,,274.17,306.28,316.81,298.51,284.61,278,266.15,262.71,241.24,302.4,297.72,317.36,316.25,308.78,315.14,322.72,310.16,330.83,311.38,,
1154,17617735,3,2,3,5,1,,,,1,1,,,,,333,336,333,268,204,196,234,140,245,256,271,,,,284.78,277.55,281.2,280.21,269.57,240.43,199.67,170.24,189.45,272.26,293.25,277.4,273.27,288.45,284.5,283.66,290.63,248.77,172.1,,
1155,17625223,2,2,4,4,1,,,,,,2,,,,388,406,463,319,289,222,258,259,288,283,354,294,,,49.69,271.69,326.54,330.52,288.5,272.41,233.47,216.53,201.02,250.54,246.69,343.95,380.61,367.68,375.01,417.17,388.5,314.13,292.39,,
1156,17662393,2,2,2,3,1,,,,,,2,,,,58,42,72,265,208,151,159,132,236,272,303,139,,,128.66,261.14,264.01,250.62,250.84,203.5,164.75,141.4,156.83,227.93,255.14,265.21,253.14,285.57,271.19,263.76,246.09,205.38,163.15,,
1157,17651326,4,3,4,5,1,,,,,,2,,,,352,356,271,273,228,190,173,178,295,312,387,34,,,300.03,308.77,297.89,296.38,268.66,251.55,210.93,189.64,181.45,257.79,377.63,337.59,353.02,330.18,340.08,371.84,322.29,282.04,214.11,,
1158,17633915,3,3,4,4,1,,,1,1,2,,,,,153,150,234,219,74,46,134,112,101,142,134,9,,,217.69,199.41,183.99,188.25,137.59,168.17,194.83,172.95,170.93,206.86,206.36,208.81,239.87,303.41,300.68,273.53,205.98,190.79,134.94,,
1159,17639115,3,2,4,5,1,1,,1,,,,,,,269,241,268,252,170,102,119,132,214,301,400,205,,,230.12,254.97,287.49,345.86,263.48,185.14,145.57,153.03,162.36,230.74,272.91,279.34,331.71,365.91,334.56,338.16,300.88,222.61,160.43,,
1160,17626651,1,1,1,2,1,,,,,,,,,,136,129,130,121,118,91,121,147,261,125,109,,,,120.29,120.05,120.14,113.96,129.79,124.45,100.57,82.55,91,192.15,132.58,116.57,118.82,118.13,106.83,109.23,109.83,96.11,86.72,,
1161,17669583,1,1,2,3,1,1,,,1,,1,1,,,470,442,456,421,365,308,335,377,341,623,540,269,,,104.86,434.11,550.36,590.93,529.38,420.47,349.23,449.28,322.68,413.61,592.4,577.94,667.96,625.5,512.16,478.79,373.92,167.08,123.74,,
1162,17666983,3,4,3,5,1,,1,1,,1,1,1,,,51,20,20,25,10,7,22,17,63,111,242,187,,,478.79,373.92,443.07,772.13,617.91,216.79,149.54,145.1,224.28,567.74,806.36,1044.25,1334.68,1355.89,1024.06,999.05,713.18,363.32,324.19,,
1163,17619182,3,3,4,6,1,1,,1,,1,,,,,509,498,524,438,113,46,31,35,155,219,100,,,,197.25,212.09,201.62,211.5,223.49,184.73,154.99,114.83,146.88,127.23,175.59,215.49,197.17,198.4,181.67,139.88,200.27,187.54,97.23,,
1164,17652714,1,1,1,2,1,,,,,,,,,,111,93,186,76,63,36,49,48,68,93.28,80.67,,68.1,143.12,109.01,112.15,268.72,149.58,112,59.26,62.6,38.19,47.1,80.66,128.56,118.86,175.66,119.98,115.19,158.65,84.27,72.14,37.76,,
1165,17630145,2,3,4,5,1,,1,,,1,,,,,250,286,335,236,146,108,114,124,163,48,47.1,,,223.82,209.1,518.32,230.26,199.36,53.82,46.82,40.96,78.58,133.85,186.01,230.12,254.97,272.95,248.78,408.86,479.81,322.24,222.78,154.16,,
1166,17632616,5,4,5,7,2,1,,2,1,1,2,1,,,580,579,509,547,381,287,278,268,352,443,555,18,,,459.98,585.83,602.89,599.41,558.8,414.34,352.09,260.67,303.35,407.45,586.71,586.15,716.25,716.66,617.3,620.96,572.68,464.61,339.86,,
1168,17660011,4,5,5,7,1,,,,1,1,1,,,,405,427,467,288,136,103,95,77,292,446,611,127,,,304.16,573.59,498.42,482.37,264.08,136.38,77.79,92.44,72.92,162.43,555.07,361.46,627.91,598.51,499.59,529.34,41.23,71.88,54.83,,
1169,17654477,4,4,4,5,1,,,1,1,1,1,,,,372,393,506,470,453,380,399,390,411,11,47.1,,49.23,963.88,617.21,568.92,584.68,546.83,496.98,340,292.13,327.6,317.68,357.83,525.02,559.07,606.27,574.49,534.92,555.2,445.53,390.73,327,,
1170,17655314,5,4,6,8,2,1,1,2,1,1,2,1,,,414,491,246,450,430,305,191,511,171,128.56,118.86,,1094.38,1089.23,1127.51,1212.73,1192.43,1169.18,1088.35,961.54,712.36,508.96,633.7,978.49,1020.33,1082.69,1163.91,1101.61,1187.59,1183,1163.88,782.2,526.87,,
1171,17664703,3,2,3,4,1,,,,,1,1,,,,244,210,211,169,159,130,120,106,364,254,246,0,,40.1,229.39,336.18,258.89,246.55,242.67,183.88,169.15,125.79,130.61,211.44,261.96,228.47,266.05,244.96,237.14,232.68,235.06,183.9,166.58,,
1172,17618502,1,2,2,2,1,,,,,,1,,,,176,226,229,200,128,50,47,51,124,29,104,48,,,126.55,128.66,149.66,145.22,122.46,92.78,44.2,36.03,55.68,110.54,99.64,135.31,135.34,170.84,152.65,158.34,149.35,101.49,52.48,,
1173,17640621,1,1,2,2,1,,,,,,1,,,,152,164,200,184,137,89,104,104,124,165,99,,,81.45,164.05,199.42,166.12,164.79,140.46,105.77,93.28,80.67,85.55,115.51,179.53,178.32,205.6,200,159.25,171.98,138,97.04,99.5,,
1174,17654903,1,1,1,1,,,,,,,,,,,109,135,165,141,114,61,56,66,127,154,155,6,,,161.81,168.59,176.71,150.87,133.24,114.93,74.63,70.62,72.04,158.2,146.58,175.04,188.14,182.46,194.18,66.29,75.68,72.25,38.21,,
1175,17627376,3,2,3,3,1,,,,,,,,,,211,246,209,236,250,176,220,205,227,230,173,7,,,248.12,230.55,244.49,216.24,212.66,174.09,150.13,147.17,135.35,192.57,208.39,232.55,232.32,218.72,263.13,256.27,249.84,238.28,198.67,,
1176,17626185,2,2,2,2,,,,,,,1,,,,273,268,254,238,241,216,265,293,232,211,95,,,163.29,229.39,242.81,231.83,240.93,215,198.5,210.08,242.94,187.06,220.46,229.96,233.96,217.94,218.94,211.27,218.58,215.43,205.3,240.82,,
1177,17649998,2,2,2,2,,,,,,,1,,,,139,125,265,239,212,157,133,166,258,240,52,,,19,440.64,549.23,602.93,509.33,388.36,254.98,88.52,94.53,71.62,107.55,57.18,149.44,155.59,117.57,230.13,286.35,234.83,200.92,93,,
1178,17617453,6,5,7,8,2,1,1,2,1,2,2,1,,,510,462,499,489,97,234,263,250,485,689,747,185,,,700.456],650,779.26,719.17,531.75,387.83,290.26,230.31,302.12,350.17,713.55,727.77,853.03,845.83,880.26,806.89,793,511.84,257.23,,
1179,17655263,1,1,2,1,1,,,,,1,,,,,132,136,137,143,123,75,57,55,118,140,114,6,,,186.36,127.03,95.62,93.16,76.25,57.29,53.96,55.42,50.12,91.88,129.95,144.24,156.68,145.34,174.97,243.06,209.18,233.3,149.59,,
1180,17619820,2,2,2,2,1,,,,,,,,,,178,132,206,193,106,103,83,43,125,155,99,95,,,78.63,102.45,132.57,150.98,158.88,86.44,73.49,77.45,95.01,91.71,129.18,124.59,173.14,231.57,191.42,279.04,149.35,145.3,137.14,,
